customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
CUST_01372,10,8,106397.81999999999,5,2,2,9,Promising
CUST_01373,110,6,117298.51999999999,2,1,2,5,Lost
CUST_01374,28,11,224185.94,4,4,3,11,Loyal Customers
CUST_01375,20,17,264064.05,4,5,4,13,Champions
CUST_01376,201,6,133698.03,1,1,2,4,Lost
CUST_01377,117,17,349866.77,2,5,5,12,Loyal Customers
CUST_01378,42,5,42440.22,3,1,1,5,Potential Loyalists
CUST_01379,90,12,43980.340000000004,2,4,1,7,At Risk
CUST_01380,25,6,60669.23,4,1,1,6,Promising
CUST_01381,40,11,235724.18000000002,3,4,4,11,Loyal Customers
CUST_01382,9,9,186874.4,5,2,3,10,Loyal Customers
CUST_01383,40,13,407683.11,3,5,5,13,Champions
CUST_01384,135,13,443448.18,1,5,5,11,Loyal Customers
CUST_01385,40,9,434415.55999999994,3,2,5,10,Loyal Customers
CUST_01386,209,3,86731.54000000001,1,1,1,3,Lost
CUST_01387,35,13,232178.38,4,5,4,13,Champions
CUST_01388,96,11,93965.04000000001,2,4,1,7,At Risk
CUST_01389,40,8,423226.67000000004,3,2,5,10,Loyal Customers
CUST_01390,59,13,682585.67,3,5,5,13,Champions
CUST_01391,56,11,252647.59,3,4,4,11,Loyal Customers
CUST_01392,3,11,230640.37,5,4,3,12,Loyal Customers
CUST_01393,124,7,265781.21,1,1,4,6,Lost
CUST_01394,8,10,223300.84,5,3,3,11,Loyal Customers
CUST_01395,140,11,423178.63,1,4,5,10,Loyal Customers
CUST_01396,31,9,121498.34,4,2,2,8,Promising
CUST_01397,33,8,192490.84,4,2,3,9,Promising
CUST_01398,117,10,900586.82,2,3,5,10,Loyal Customers
CUST_01399,35,12,41877.96,4,4,1,9,Potential Loyalists
CUST_01400,104,7,25692.53,2,1,1,4,Lost
CUST_01401,291,8,98005.19,1,2,1,4,Lost
CUST_01402,165,13,426517.99,1,5,5,11,Loyal Customers
CUST_01403,56,9,445859.45,3,2,5,10,Loyal Customers
CUST_01404,190,7,84845.31,1,1,1,3,Lost
CUST_01405,112,5,211825.1,2,1,3,6,Lost
CUST_01406,42,12,482733.97000000003,3,4,5,12,Loyal Customers
CUST_01407,4,9,25086.92,5,2,1,8,Promising
CUST_01408,59,15,174463.36,3,5,3,11,Loyal Customers
CUST_01409,1,9,125528.11,5,2,2,9,Promising
CUST_01410,577,2,90903.23000000001,1,1,1,3,Lost
CUST_01411,4,9,393456.29,5,2,5,12,Loyal Customers
CUST_01412,121,8,146911.81,1,2,2,5,Lost
CUST_01413,133,7,81805.95999999999,1,1,1,3,Lost
CUST_01414,55,17,263058.22,3,5,4,12,Loyal Customers
CUST_01415,16,5,25786.7,5,1,1,7,Promising
CUST_01416,13,7,114436.51999999999,5,1,2,8,Promising
CUST_01417,6,16,264399.6,5,5,4,14,Champions
CUST_01418,52,18,632837.87,3,5,5,13,Champions
CUST_01419,10,12,173975.40000000002,5,4,3,12,Loyal Customers
CUST_01420,112,11,243184.88,2,4,4,10,Loyal Customers
CUST_01421,2,6,108278.28,5,1,2,8,Promising
CUST_01422,72,13,212350.13,2,5,3,10,Loyal Customers
CUST_01423,105,9,189747.14,2,2,3,7,Lost
CUST_01424,47,22,497668.69,3,5,5,13,Champions
CUST_01425,127,10,278369.72,1,3,4,8,Potential Loyalists
CUST_01426,11,15,197059.84,5,5,3,13,Champions
CUST_01427,57,9,129166.02,3,2,2,7,Potential Loyalists
CUST_01428,20,6,113183.0,4,1,2,7,Promising
CUST_01429,132,8,249011.78,1,2,4,7,Lost
CUST_01430,59,11,288343.01,3,4,4,11,Loyal Customers
CUST_01431,12,12,59494.3,5,4,1,10,Loyal Customers
CUST_01432,215,10,127079.4,1,3,2,6,Potential Loyalists
CUST_01433,7,11,379836.74,5,4,5,14,Champions
CUST_01434,37,14,164766.15,4,5,3,12,Loyal Customers
CUST_01435,5,12,470591.37,5,4,5,14,Champions
CUST_01436,53,17,352686.51,3,5,5,13,Champions
CUST_01437,8,8,379562.33999999997,5,2,5,12,Loyal Customers
CUST_01438,134,9,121269.09,1,2,2,5,Lost
CUST_01439,34,8,266297.68,4,2,4,10,Loyal Customers
CUST_01440,106,12,518433.17,2,4,5,11,Loyal Customers
CUST_01441,9,14,217495.26,5,5,3,13,Champions
CUST_01442,81,17,496225.89,2,5,5,12,Loyal Customers
CUST_01443,181,12,162617.13999999998,1,4,3,8,At Risk
CUST_01444,101,7,72801.9,2,1,1,4,Lost
CUST_01445,257,8,84811.02,1,2,1,4,Lost
CUST_01446,122,5,83904.34000000001,1,1,1,3,Lost
CUST_01447,74,12,219007.48,2,4,3,9,At Risk
CUST_01448,84,9,61842.54,2,2,1,5,Lost
CUST_01449,2,14,257523.53,5,5,4,14,Champions
CUST_01450,29,9,164695.8,4,2,3,9,Promising
CUST_01451,30,13,249705.63,4,5,4,13,Champions
CUST_01452,81,5,25688.59,2,1,1,4,Lost
CUST_01453,94,12,399837.77,2,4,5,11,Loyal Customers
CUST_01454,2,12,175139.81,5,4,3,12,Loyal Customers
CUST_01455,189,5,124406.20999999999,1,1,2,4,Lost
CUST_01456,35,12,206457.49,4,4,3,11,Loyal Customers
CUST_01457,27,9,96046.74,4,2,1,7,Promising
CUST_01458,33,6,139933.69,4,1,2,7,Promising
CUST_01459,8,10,104332.78,5,3,2,10,Loyal Customers
CUST_01460,39,10,333168.87,3,3,5,11,Loyal Customers
CUST_01461,42,14,137381.2,3,5,2,10,Loyal Customers
CUST_01462,191,11,365031.95,1,4,5,10,Loyal Customers
CUST_01463,55,9,66532.53,3,2,1,6,Potential Loyalists
CUST_01464,71,9,167271.14,2,2,3,7,Lost
CUST_01465,10,14,399071.31,5,5,5,15,Champions
CUST_01466,22,13,261291.94999999998,4,5,4,13,Champions
CUST_01467,221,8,168521.98,1,2,3,6,Lost
CUST_01468,53,9,102488.26999999999,3,2,2,7,Potential Loyalists
CUST_01469,16,7,74234.98,5,1,1,7,Promising
CUST_01470,78,10,241810.97000000003,2,3,4,9,Potential Loyalists
CUST_01471,22,12,276853.93,4,4,4,12,Loyal Customers
CUST_01472,90,10,223388.91,2,3,3,8,Potential Loyalists
CUST_01473,3,12,343118.06,5,4,5,14,Champions
CUST_01474,37,8,82577.85,4,2,1,7,Promising
CUST_01475,49,14,728963.11,3,5,5,13,Champions
CUST_01476,2,7,31823.29,5,1,1,7,Promising
CUST_01477,19,9,166992.94,4,2,3,9,Promising
CUST_01478,67,10,278160.65,3,3,4,10,Loyal Customers
CUST_01479,93,15,407279.29,2,5,5,12,Loyal Customers
CUST_01480,271,10,336926.64,1,3,5,9,Potential Loyalists
CUST_01481,37,6,199730.25999999998,4,1,3,8,Promising
CUST_01482,67,16,307485.18,3,5,4,12,Loyal Customers
CUST_01483,100,9,175264.94,2,2,3,7,Lost
CUST_01484,268,12,273839.57,1,4,4,9,At Risk
CUST_01485,28,14,197959.47,4,5,3,12,Loyal Customers
CUST_01486,117,7,61394.64,2,1,1,4,Lost
CUST_01487,125,10,103271.76,1,3,2,6,Potential Loyalists
CUST_01488,102,6,81875.74,2,1,1,4,Lost
CUST_01489,232,17,143913.07,1,5,2,8,At Risk
CUST_01490,70,8,47260.19,2,2,1,5,Lost
CUST_01491,18,10,331634.66,4,3,4,11,Loyal Customers
CUST_01492,114,10,233666.54000000004,2,3,4,9,Potential Loyalists
CUST_01493,163,8,139462.99,1,2,2,5,Lost
CUST_01494,99,12,112772.06,2,4,2,8,At Risk
CUST_01495,29,15,233842.44999999998,4,5,4,13,Champions
CUST_01496,89,10,264835.32,2,3,4,9,Potential Loyalists
CUST_01497,54,7,139631.36000000002,3,1,2,6,Potential Loyalists
CUST_01498,11,12,403156.88,5,4,5,14,Champions
CUST_01499,103,12,536130.1,2,4,5,11,Loyal Customers
CUST_01500,56,14,120898.28,3,5,2,10,Loyal Customers
CUST_01501,39,13,238490.0,3,5,4,12,Loyal Customers
CUST_01502,3,6,59312.159999999996,5,1,1,7,Promising
CUST_01503,34,12,224116.12,4,4,3,11,Loyal Customers
CUST_01504,64,8,113346.77,3,2,2,7,Potential Loyalists
CUST_01505,79,9,253189.36,2,2,4,8,Lost
CUST_01506,24,11,232160.67,4,4,4,12,Loyal Customers
CUST_01507,165,6,218012.89,1,1,3,5,Lost
CUST_01508,38,16,472770.61,4,5,5,14,Champions
CUST_01509,381,7,234816.93000000002,1,1,4,6,Lost
CUST_01510,57,11,210497.92,3,4,3,10,Loyal Customers
CUST_01511,28,12,122451.03,4,4,2,10,Loyal Customers
CUST_01512,61,11,153853.16,3,4,2,9,Potential Loyalists
CUST_01513,126,11,71524.97,1,4,1,6,At Risk
CUST_01514,187,10,271194.76,1,3,4,8,Potential Loyalists
CUST_01515,191,6,110576.62,1,1,2,4,Lost
CUST_01516,45,13,187912.92,3,5,3,11,Loyal Customers
CUST_01517,73,13,168756.78,2,5,3,10,Loyal Customers
CUST_01518,31,10,261788.63,4,3,4,11,Loyal Customers
CUST_01519,290,12,176104.38999999998,1,4,3,8,At Risk
CUST_01520,72,7,183314.37,2,1,3,6,Lost
CUST_01521,49,14,456687.77999999997,3,5,5,13,Champions
CUST_01522,76,11,91531.04,2,4,1,7,At Risk
CUST_01523,81,9,393180.22,2,2,5,9,Lost
CUST_01524,52,12,109709.26999999999,3,4,2,9,Potential Loyalists
CUST_01525,16,14,417242.45,5,5,5,15,Champions
CUST_01526,187,8,265753.93,1,2,4,7,Lost
CUST_01527,10,12,237406.69,5,4,4,13,Champions
CUST_01528,63,12,97748.09999999999,3,4,1,8,Potential Loyalists
CUST_01529,20,16,243694.14,4,5,4,13,Champions
CUST_01530,38,15,309027.22,4,5,4,13,Champions
CUST_01531,7,11,56039.4,5,4,1,10,Loyal Customers
CUST_01532,54,13,79136.78,3,5,1,9,Potential Loyalists
CUST_01533,50,13,526178.8200000001,3,5,5,13,Champions
CUST_01534,61,17,198215.37999999998,3,5,3,11,Loyal Customers
CUST_01535,25,11,159563.51,4,4,3,11,Loyal Customers
CUST_01536,17,10,56136.21,5,3,1,9,Potential Loyalists
CUST_01537,227,8,130975.59,1,2,2,5,Lost
CUST_01538,189,9,106374.45999999999,1,2,2,5,Lost
CUST_01539,18,8,53591.68,4,2,1,7,Promising
CUST_01540,80,10,193000.3,2,3,3,8,Potential Loyalists
CUST_01541,519,3,25379.28,1,1,1,3,Lost
CUST_01542,5,16,178196.62,5,5,3,13,Champions
CUST_01543,115,10,391910.82,2,3,5,10,Loyal Customers
CUST_01544,33,9,111378.15,4,2,2,8,Promising
CUST_01545,79,10,148782.81,2,3,2,7,Potential Loyalists
CUST_01546,16,7,129142.76000000001,5,1,2,8,Promising
CUST_01547,94,12,187650.78,2,4,3,9,At Risk
CUST_01548,45,15,485937.07000000007,3,5,5,13,Champions
CUST_01549,335,9,47017.53,1,2,1,4,Lost
CUST_01550,110,6,27699.0,2,1,1,4,Lost
CUST_01551,111,11,553421.2,2,4,5,11,Loyal Customers
CUST_01552,100,7,324796.26,2,1,4,7,Lost
CUST_01553,64,10,37289.42,3,3,1,7,Potential Loyalists
CUST_01554,3,11,224575.29,5,4,3,12,Loyal Customers
CUST_01555,36,10,110704.52,4,3,2,9,Potential Loyalists
CUST_01556,24,11,467810.56,4,4,5,13,Champions
CUST_01557,2,18,106644.11,5,5,2,12,Loyal Customers
CUST_01558,12,13,470796.12,5,5,5,15,Champions
CUST_01559,43,14,190534.75999999998,3,5,3,11,Loyal Customers
CUST_01560,33,10,305345.88,4,3,4,11,Loyal Customers
CUST_01561,18,7,88881.73,4,1,1,6,Promising
CUST_01562,82,10,309062.18999999994,2,3,4,9,Potential Loyalists
CUST_01563,29,9,200649.61,4,2,3,9,Promising
CUST_01564,30,10,164028.49,4,3,3,10,Loyal Customers
CUST_01565,12,9,191428.27,5,2,3,10,Loyal Customers
CUST_01566,74,9,151408.65000000002,2,2,2,6,Lost
CUST_01567,80,7,344478.49,2,1,5,8,Lost
CUST_01568,35,7,221642.97000000003,4,1,3,8,Promising
CUST_01569,68,6,151181.03,2,1,2,5,Lost
CUST_01570,23,15,282870.83,4,5,4,13,Champions
CUST_01571,50,9,54128.53,3,2,1,6,Potential Loyalists
CUST_01572,18,9,192296.93,4,2,3,9,Promising
CUST_01573,66,10,527657.9500000001,3,3,5,11,Loyal Customers
CUST_01574,56,13,235130.45,3,5,4,12,Loyal Customers
CUST_01575,3,8,316755.49,5,2,4,11,Loyal Customers
CUST_01576,51,3,9868.0,3,1,1,5,Potential Loyalists
CUST_01577,14,11,350141.83999999997,5,4,5,14,Champions
CUST_01578,20,16,233737.37,4,5,4,13,Champions
CUST_01579,8,11,213052.94,5,4,3,12,Loyal Customers
CUST_01580,36,11,174352.27000000002,4,4,3,11,Loyal Customers
CUST_01581,25,11,203259.19,4,4,3,11,Loyal Customers
CUST_01582,33,11,135599.37,4,4,2,10,Loyal Customers
CUST_01583,39,9,165857.29,3,2,3,8,Potential Loyalists
CUST_01584,195,9,254764.97,1,2,4,7,Lost
CUST_01585,25,14,213743.24000000002,4,5,3,12,Loyal Customers
CUST_01586,107,14,351005.66,2,5,5,12,Loyal Customers
CUST_01587,80,9,187061.38,2,2,3,7,Lost
CUST_01588,127,15,382593.42000000004,1,5,5,11,Loyal Customers
CUST_01589,4,12,217369.3,5,4,3,12,Loyal Customers
CUST_01590,39,9,389455.72,3,2,5,10,Loyal Customers
CUST_01591,129,10,156023.57,1,3,2,6,Potential Loyalists
CUST_01592,120,14,356928.43,1,5,5,11,Loyal Customers
CUST_01593,182,7,130756.28000000001,1,1,2,4,Lost
CUST_01594,41,11,359707.78,3,4,5,12,Loyal Customers
CUST_01595,42,9,133015.28,3,2,2,7,Potential Loyalists
CUST_01596,217,5,164427.74,1,1,3,5,Lost
CUST_01597,193,9,335801.75,1,2,5,8,Lost
CUST_01598,66,12,228496.19999999998,3,4,3,10,Loyal Customers
CUST_01599,13,13,576714.7899999999,5,5,5,15,Champions
CUST_01600,85,7,304352.42,2,1,4,7,Lost
CUST_01601,5,9,83132.85,5,2,1,8,Promising
CUST_01602,39,14,104692.79000000001,3,5,2,10,Loyal Customers
CUST_01603,171,7,100509.67,1,1,2,4,Lost
CUST_01604,53,8,278652.37,3,2,4,9,Potential Loyalists
CUST_01605,119,6,86714.71,2,1,1,4,Lost
CUST_01606,10,9,95665.43000000001,5,2,1,8,Promising
CUST_01607,112,12,349758.01,2,4,5,11,Loyal Customers
CUST_01608,112,9,203514.76,2,2,3,7,Lost
CUST_01609,3,11,282412.52,5,4,4,13,Champions
CUST_01610,49,5,70214.98,3,1,1,5,Potential Loyalists
CUST_01611,22,14,201387.66,4,5,3,12,Loyal Customers
CUST_01612,184,5,148422.52000000002,1,1,2,4,Lost
CUST_01613,65,12,441069.19,3,4,5,12,Loyal Customers
CUST_01614,210,4,35072.02,1,1,1,3,Lost
CUST_01615,32,8,198279.97,4,2,3,9,Promising
CUST_01616,4,7,210575.68,5,1,3,9,Promising
CUST_01617,20,9,333325.15,4,2,5,11,Loyal Customers
CUST_01618,36,12,456327.4,4,4,5,13,Champions
CUST_01619,203,8,303921.93,1,2,4,7,Lost
CUST_01620,136,7,79794.68,1,1,1,3,Lost
CUST_01621,7,5,193232.62,5,1,3,9,Promising
CUST_01622,45,11,160311.23,3,4,3,10,Loyal Customers
CUST_01623,25,5,99027.94,4,1,1,6,Promising
CUST_01624,99,8,55179.59,2,2,1,5,Lost
CUST_01625,28,12,235389.06999999998,4,4,4,12,Loyal Customers
CUST_01626,30,15,308144.58,4,5,4,13,Champions
CUST_01627,62,12,307872.78,3,4,4,11,Loyal Customers
CUST_01628,47,9,357637.20999999996,3,2,5,10,Loyal Customers
CUST_01629,11,10,235334.57,5,3,4,12,Loyal Customers
CUST_01630,29,5,225798.56999999998,4,1,3,8,Promising
CUST_01631,18,8,263619.93,4,2,4,10,Loyal Customers
CUST_01632,87,20,366230.83,2,5,5,12,Loyal Customers
CUST_01633,120,13,214297.04,1,5,3,9,At Risk
CUST_01634,18,9,236128.68,4,2,4,10,Loyal Customers
CUST_01635,7,11,128223.53,5,4,2,11,Loyal Customers
CUST_01636,12,15,355592.11,5,5,5,15,Champions
CUST_01637,82,3,11756.03,2,1,1,4,Lost
CUST_01638,229,8,151178.15,1,2,2,5,Lost
CUST_01639,139,7,130681.51000000001,1,1,2,4,Lost
CUST_01640,63,15,370322.58,3,5,5,13,Champions
CUST_01641,121,6,36351.68,1,1,1,3,Lost
CUST_01642,29,9,466083.79,4,2,5,11,Loyal Customers
CUST_01643,26,8,162866.78999999998,4,2,3,9,Promising
CUST_01644,145,5,40337.25,1,1,1,3,Lost
CUST_01645,39,9,133848.84,3,2,2,7,Potential Loyalists
CUST_01646,90,6,39313.33,2,1,1,4,Lost
CUST_01647,141,13,294484.18,1,5,4,10,Loyal Customers
CUST_01648,116,7,105060.66,2,1,2,5,Lost
CUST_01649,115,7,167141.03,2,1,3,6,Lost
CUST_01650,99,11,100984.6,2,4,2,8,At Risk
CUST_01651,85,9,175298.5,2,2,3,7,Lost
CUST_01652,38,6,204961.94,4,1,3,8,Promising
CUST_01653,42,11,373805.45999999996,3,4,5,12,Loyal Customers
CUST_01654,119,5,84616.54,2,1,1,4,Lost
CUST_01655,31,17,318836.26,4,5,4,13,Champions
CUST_01656,29,11,158606.45,4,4,2,10,Loyal Customers
CUST_01657,15,11,150445.68,5,4,2,11,Loyal Customers
CUST_01658,25,12,190144.51,4,4,3,11,Loyal Customers
CUST_01659,80,7,588678.5599999999,2,1,5,8,Lost
CUST_01660,37,8,418765.6,4,2,5,11,Loyal Customers
CUST_01661,26,11,119565.1,4,4,2,10,Loyal Customers
CUST_01662,11,8,219269.72999999998,5,2,3,10,Loyal Customers
CUST_01663,30,12,240698.14999999997,4,4,4,12,Loyal Customers
CUST_01664,493,6,225055.07,1,1,3,5,Lost
CUST_01665,79,4,120028.40999999999,2,1,2,5,Lost
CUST_01666,88,8,395837.57,2,2,5,9,Lost
CUST_01667,11,13,403452.68,5,5,5,15,Champions
CUST_01668,98,8,351604.67000000004,2,2,5,9,Lost
CUST_01669,113,9,149548.3,2,2,2,6,Lost
CUST_01670,19,12,188358.97999999998,4,4,3,11,Loyal Customers
CUST_01671,4,8,267454.35000000003,5,2,4,11,Loyal Customers
CUST_01672,15,11,341613.57,5,4,5,14,Champions
CUST_01673,52,8,297747.15,3,2,4,9,Potential Loyalists
CUST_01674,6,8,264877.14,5,2,4,11,Loyal Customers
CUST_01675,77,8,62205.3,2,2,1,5,Lost
CUST_01676,46,11,148150.85,3,4,2,9,Potential Loyalists
CUST_01677,63,8,54431.03,3,2,1,6,Potential Loyalists
CUST_01678,214,13,172168.18000000002,1,5,3,9,At Risk
CUST_01679,9,7,187594.37,5,1,3,9,Promising
CUST_01680,202,8,72478.75,1,2,1,4,Lost
CUST_01681,20,7,149379.38,4,1,2,7,Promising
CUST_01682,22,11,343726.96,4,4,5,13,Champions
CUST_01683,72,7,79312.72,2,1,1,4,Lost
CUST_01684,44,7,222087.11000000002,3,1,3,7,Potential Loyalists
CUST_01685,70,10,249267.48,2,3,4,9,Potential Loyalists
CUST_01686,52,10,583232.3600000001,3,3,5,11,Loyal Customers
CUST_01687,19,7,210613.93999999997,4,1,3,8,Promising
CUST_01688,109,8,25135.329999999998,2,2,1,5,Lost
CUST_01689,33,11,183558.62,4,4,3,11,Loyal Customers
CUST_01690,45,10,78455.42,3,3,1,7,Potential Loyalists
CUST_01691,44,9,180610.63,3,2,3,8,Potential Loyalists
CUST_01692,134,4,34595.56,1,1,1,3,Lost
CUST_01693,57,9,117429.32,3,2,2,7,Potential Loyalists
CUST_01694,52,9,122660.84,3,2,2,7,Potential Loyalists
CUST_01695,122,11,241539.31,1,4,4,9,At Risk
CUST_01696,79,11,168504.6,2,4,3,9,At Risk
CUST_01697,49,9,204619.41,3,2,3,8,Potential Loyalists
CUST_01698,72,10,159519.75,2,3,3,8,Potential Loyalists
CUST_01699,24,7,424764.75,4,1,5,10,Loyal Customers
CUST_01700,89,5,95234.38,2,1,1,4,Lost
CUST_01701,33,9,265107.6,4,2,4,10,Loyal Customers
CUST_01702,26,14,150467.29,4,5,2,11,Loyal Customers
CUST_01703,124,16,146664.06,1,5,2,8,At Risk
CUST_01704,59,11,120194.11,3,4,2,9,Potential Loyalists
CUST_01705,35,12,122871.75,4,4,2,10,Loyal Customers
CUST_01706,17,14,126211.33,5,5,2,12,Loyal Customers
CUST_01707,2,9,241532.47,5,2,4,11,Loyal Customers
CUST_01708,47,8,127602.22,3,2,2,7,Potential Loyalists
CUST_01709,116,10,188822.75,2,3,3,8,Potential Loyalists
CUST_01710,11,10,368428.42,5,3,5,13,Champions
CUST_01711,57,13,86617.56,3,5,1,9,Potential Loyalists
CUST_01712,31,15,517798.30000000005,4,5,5,14,Champions
CUST_01713,7,15,603396.13,5,5,5,15,Champions
CUST_01714,78,10,242602.83,2,3,4,9,Potential Loyalists
CUST_01715,44,19,298918.23,3,5,4,12,Loyal Customers
CUST_01716,30,5,116768.37,4,1,2,7,Promising
CUST_01717,56,8,359458.56,3,2,5,10,Loyal Customers
CUST_01718,156,12,379931.67,1,4,5,10,Loyal Customers
CUST_01719,37,12,108734.83,4,4,2,10,Loyal Customers
CUST_01720,321,5,82450.48,1,1,1,3,Lost
CUST_01721,85,11,239051.03,2,4,4,10,Loyal Customers
CUST_01722,98,7,230388.39,2,1,3,6,Lost
CUST_01723,59,7,204529.98,3,1,3,7,Potential Loyalists
CUST_01724,183,8,599803.01,1,2,5,8,Lost
CUST_01725,21,8,283030.03,4,2,4,10,Loyal Customers
CUST_01726,17,13,246256.28000000003,5,5,4,14,Champions
CUST_01727,26,13,64183.73,4,5,1,10,Loyal Customers
CUST_01728,19,18,465960.34,4,5,5,14,Champions
CUST_01729,8,12,169180.91999999998,5,4,3,12,Loyal Customers
CUST_01730,20,11,264161.56,4,4,4,12,Loyal Customers
CUST_01731,105,8,23192.81,2,2,1,5,Lost
CUST_01732,31,6,118272.32999999999,4,1,2,7,Promising
CUST_01733,108,10,239851.30000000002,2,3,4,9,Potential Loyalists
CUST_01734,234,5,19589.83,1,1,1,3,Lost
CUST_01735,52,8,188915.76,3,2,3,8,Potential Loyalists
CUST_01736,25,15,395168.57,4,5,5,14,Champions
CUST_01737,97,12,189198.82,2,4,3,9,At Risk
CUST_01738,8,5,172582.21,5,1,3,9,Promising
CUST_01739,81,14,130014.49,2,5,2,9,At Risk
CUST_01740,171,11,118764.76,1,4,2,7,At Risk
CUST_01741,51,9,342244.49,3,2,5,10,Loyal Customers
CUST_01742,59,12,272261.29,3,4,4,11,Loyal Customers
CUST_01743,32,8,136039.85,4,2,2,8,Promising
CUST_01744,89,2,6584.52,2,1,1,4,Lost
CUST_01745,53,14,285177.87,3,5,4,12,Loyal Customers
CUST_01746,43,12,277676.07,3,4,4,11,Loyal Customers
CUST_01747,52,7,30073.95,3,1,1,5,Potential Loyalists
CUST_01748,110,12,530625.72,2,4,5,11,Loyal Customers
CUST_01749,34,12,148593.97999999998,4,4,2,10,Loyal Customers
CUST_01750,99,10,297570.63,2,3,4,9,Potential Loyalists
CUST_01751,41,10,344055.24,3,3,5,11,Loyal Customers
CUST_01752,54,15,492552.41,3,5,5,13,Champions
CUST_01753,22,7,154258.93,4,1,2,7,Promising
CUST_01754,36,14,313137.17,4,5,4,13,Champions
CUST_01755,11,9,107712.47,5,2,2,9,Promising
CUST_01756,6,10,373585.02,5,3,5,13,Champions
CUST_01757,24,14,428791.86,4,5,5,14,Champions
CUST_01758,104,12,234738.00999999998,2,4,4,10,Loyal Customers
CUST_01759,127,7,93750.88,1,1,1,3,Lost
CUST_01760,120,7,103142.62,1,1,2,4,Lost
CUST_01761,44,15,198111.19,3,5,3,11,Loyal Customers
CUST_01762,76,11,542771.24,2,4,5,11,Loyal Customers
CUST_01763,58,9,221651.99,3,2,3,8,Potential Loyalists
CUST_01764,52,9,42194.8,3,2,1,6,Potential Loyalists
CUST_01765,214,8,117914.13,1,2,2,5,Lost
CUST_01766,81,6,32329.93,2,1,1,4,Lost
CUST_01767,32,10,418961.74,4,3,5,12,Loyal Customers
CUST_01768,20,5,43536.79,4,1,1,6,Promising
CUST_01769,48,9,232210.76,3,2,4,9,Potential Loyalists
CUST_01770,83,7,111610.16,2,1,2,5,Lost
CUST_01771,18,9,89212.41,4,2,1,7,Promising
CUST_01772,29,8,48548.95,4,2,1,7,Promising
CUST_01773,2,12,153362.86000000002,5,4,2,11,Loyal Customers
CUST_01774,1,14,413050.51,5,5,5,15,Champions
CUST_01775,36,10,130411.22,4,3,2,9,Potential Loyalists
CUST_01776,12,8,307923.15,5,2,4,11,Loyal Customers
CUST_01777,73,9,47739.83,2,2,1,5,Lost
CUST_01778,20,12,127125.48,4,4,2,10,Loyal Customers
CUST_01779,28,11,70163.49,4,4,1,9,Potential Loyalists
CUST_01780,2,10,319521.56,5,3,4,12,Loyal Customers
CUST_01781,51,6,112951.12,3,1,2,6,Potential Loyalists
CUST_01782,103,17,240870.07,2,5,4,11,Loyal Customers
CUST_01783,271,10,115326.27,1,3,2,6,Potential Loyalists
CUST_01784,21,12,174663.32,4,4,3,11,Loyal Customers
CUST_01785,35,7,85250.72,4,1,1,6,Promising
CUST_01786,77,11,196924.15,2,4,3,9,At Risk
CUST_01787,125,13,114381.31,1,5,2,8,At Risk
CUST_01788,86,11,123843.23,2,4,2,8,At Risk
CUST_01789,9,10,231734.2,5,3,4,12,Loyal Customers
CUST_01790,80,10,272906.65,2,3,4,9,Potential Loyalists
CUST_01791,54,4,285107.43,3,1,4,8,Potential Loyalists
CUST_01792,56,10,349774.36,3,3,5,11,Loyal Customers
CUST_01793,4,14,263883.19000000006,5,5,4,14,Champions
CUST_01794,177,9,132479.13,1,2,2,5,Lost
CUST_01795,6,14,546180.27,5,5,5,15,Champions
CUST_01796,2,16,211275.85,5,5,3,13,Champions
CUST_01797,150,13,346143.51999999996,1,5,5,11,Loyal Customers
CUST_01798,15,9,211871.64,5,2,3,10,Loyal Customers
CUST_01799,53,7,107493.98,3,1,2,6,Potential Loyalists
CUST_01800,94,10,310745.33999999997,2,3,4,9,Potential Loyalists
CUST_01801,12,7,378069.86,5,1,5,11,Loyal Customers
CUST_01802,354,6,105796.20999999999,1,1,2,4,Lost
CUST_01803,54,6,112711.58,3,1,2,6,Potential Loyalists
CUST_01804,81,4,41824.55,2,1,1,4,Lost
CUST_01805,72,11,172297.84,2,4,3,9,At Risk
CUST_01806,37,7,38493.43,4,1,1,6,Promising
CUST_01807,72,10,155822.77,2,3,2,7,Potential Loyalists
CUST_01808,21,9,278651.49,4,2,4,10,Loyal Customers
CUST_01809,65,8,104784.5,3,2,2,7,Potential Loyalists
CUST_01810,29,8,87699.14,4,2,1,7,Promising
CUST_01811,93,8,221368.51,2,2,3,7,Lost
CUST_01812,173,12,677688.7,1,4,5,10,Loyal Customers
CUST_01813,162,4,20304.05,1,1,1,3,Lost
CUST_01814,61,10,317225.49,3,3,4,10,Loyal Customers
CUST_01815,11,13,337913.56,5,5,5,15,Champions
CUST_01816,1,9,92293.19,5,2,1,8,Promising
CUST_01817,29,10,120000.19,4,3,2,9,Potential Loyalists
CUST_01818,84,9,35307.73,2,2,1,5,Lost
CUST_01819,62,5,55456.380000000005,3,1,1,5,Potential Loyalists
CUST_01820,157,7,69737.39,1,1,1,3,Lost
CUST_01821,64,9,191977.86,3,2,3,8,Potential Loyalists
CUST_01822,35,13,125452.08,4,5,2,11,Loyal Customers
CUST_01823,21,9,145574.2,4,2,2,8,Promising
CUST_01824,185,7,42751.5,1,1,1,3,Lost
CUST_01825,17,14,533241.47,5,5,5,15,Champions
CUST_01826,134,7,392904.85,1,1,5,7,Lost
